 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
  INITIAL MIXING RATIO OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
  17.5   1.8466E-13  1.4535E-11  3.6337E-12  4.2005E-01  4.9594E-22  3.5400E-13  3.0160E-14  2.2714E-19  8.6245E-04
  19.5   3.8147E-13  3.8863E-11  9.7157E-12  4.2003E-01  2.8477E-22  3.6746E-14  3.1747E-15  1.4120E-21  8.6266E-04
  21.5   7.0601E-13  7.5437E-11  1.8859E-11  4.2002E-01  1.3898E-22  4.1123E-15  5.2290E-16  8.0289E-24  8.6287E-04
  23.5   1.2415E-12  1.2299E-10  3.0747E-11  4.2001E-01  6.0132E-23  4.9599E-16  1.0483E-15  3.9912E-26  8.6308E-04
  25.5   2.0613E-12  1.7909E-10  4.4773E-11  4.1999E-01  2.4983E-23  6.3638E-17  1.9125E-15  1.6659E-28  8.6328E-04
  27.5   3.2575E-12  2.3799E-10  5.9497E-11  4.1997E-01  1.1960E-23  1.0192E-17  2.0185E-15  4.5318E-30  8.6346E-04
  29.5   4.7550E-12  2.6898E-10  6.7245E-11  4.1995E-01  1.7040E-23  5.2709E-18  2.0274E-15  4.7598E-30  8.6363E-04
  31.5   6.1327E-12  2.3253E-10  5.8131E-11  4.1993E-01  6.0979E-23  7.5435E-18  2.0217E-15  1.2764E-29  8.6377E-04
  33.5   6.8796E-12  1.4590E-10  3.6476E-11  4.1992E-01  2.0612E-22  1.2022E-17  2.0114E-15  3.0840E-29  8.6389E-04
  35.5   6.6128E-12  6.6381E-11  1.6595E-11  4.1990E-01  5.4868E-22  1.8440E-17  1.9972E-15  5.6604E-29  8.6396E-04
  37.5   5.4173E-12  2.2124E-11  5.5311E-12  4.1988E-01  1.2209E-21  2.6710E-17  1.9790E-15  7.9794E-29  8.6398E-04
  39.5   3.7700E-12  5.2373E-12  1.3093E-12  4.1986E-01  2.4570E-21  3.8537E-17  1.9536E-15  9.7072E-29  8.6394E-04
  41.5   2.1746E-12  8.6745E-13  2.1686E-13  4.1985E-01  4.9384E-21  5.9822E-17  1.9092E-15  1.2180E-28  8.6385E-04
  43.5   1.0856E-12  1.1610E-13  2.9026E-14  4.1982E-01  1.0008E-20  9.8375E-17  1.8300E-15  1.6461E-28  8.6370E-04
  45.5   5.1088E-13  1.5092E-14  3.7729E-15  4.1980E-01  1.9034E-20  1.5703E-16  1.7105E-15  2.1628E-28  8.6351E-04
  47.5   2.3874E-13  2.0785E-15  5.1963E-16  4.1977E-01  3.2545E-20  2.3017E-16  1.5619E-15  2.6069E-28  8.6329E-04
  49.5   1.1399E-13  3.3356E-16  8.3390E-17  4.1975E-01  5.6579E-20  3.0803E-16  1.4037E-15  3.2291E-28  8.6304E-04
  51.5   5.5019E-14  5.7596E-17  1.4399E-17  4.1972E-01  9.3100E-20  3.8356E-16  1.2501E-15  4.2156E-28  8.6277E-04
  53.5   2.7643E-14  1.1680E-17  2.9201E-18  4.1969E-01  1.6197E-19  4.5066E-16  1.1134E-15  6.5288E-28  8.6248E-04
  55.5   1.4367E-14  2.6344E-18  6.5860E-19  4.1965E-01  2.8049E-19  5.0870E-16  9.9452E-16  1.1292E-27  8.6218E-04
  57.5   7.8204E-15  6.6257E-19  1.6564E-19  4.1962E-01  4.7497E-19  5.5819E-16  8.9246E-16  2.0816E-27  8.6185E-04
  59.5   4.5550E-15  1.9357E-19  4.8393E-20  4.1959E-01  7.9110E-19  5.9964E-16  8.0600E-16  4.0165E-27  8.6150E-04
  61.5   2.8553E-15  6.6382E-20  1.6595E-20  4.1955E-01  1.2989E-18  6.3371E-16  7.3348E-16  7.9655E-27  8.6113E-04
  63.5   2.1208E-15  3.4080E-20  8.5201E-21  4.1951E-01  2.6939E-18  6.5952E-16  6.7394E-16  2.0111E-26  8.6072E-04
  65.5   1.3613E-15  1.2508E-20  3.1270E-21  4.1947E-01  3.6416E-18  6.8109E-16  6.2459E-16  3.4846E-26  8.6026E-04
  67.5   9.9212E-16  5.7792E-21  1.4448E-21  4.1942E-01  5.5156E-18  6.9716E-16  5.8241E-16  6.9726E-26  8.5973E-04
  69.5   7.5969E-16  3.0312E-21  7.5779E-22  4.1937E-01  7.7838E-18  7.0902E-16  5.4697E-16  1.3745E-25  8.5912E-04
  71.5   5.7456E-16  1.5561E-21  3.8903E-22  4.1932E-01  9.9844E-18  7.1803E-16  5.1729E-16  2.5085E-25  8.5842E-04
  73.5   3.8857E-16  6.2410E-22  1.5602E-22  4.1925E-01  1.1874E-17  7.2604E-16  4.9017E-16  4.0631E-25  8.5753E-04
  75.5   2.2793E-16  1.8419E-22  4.6048E-23  4.1915E-01  1.4126E-17  7.3270E-16  4.6290E-16  6.0381E-25  8.5631E-04
  77.5   1.1427E-16  3.9407E-23  9.8517E-24  4.1902E-01  1.7452E-17  7.3624E-16  4.3557E-16  8.4147E-25  8.5464E-04
  79.5   5.2583E-17  6.7396E-24  1.6849E-24  4.1885E-01  2.0158E-17  7.3958E-16  4.0834E-16  1.1476E-24  8.5236E-04
  81.5   8.2419E-18  4.8067E-25  1.2017E-25  4.1859E-01  6.0749E-17  6.6513E-16  3.8124E-16  1.3857E-24  8.4926E-04
  83.5   3.7245E-19  2.3402E-26  5.8506E-27  4.1815E-01  1.5699E-16  4.7737E-16  3.5453E-16  6.6727E-25  8.4518E-04
  85.5   7.1395E-20  1.1415E-27  2.8539E-28  4.1732E-01  2.2971E-16  3.3445E-16  3.2811E-16  2.7106E-25  8.3986E-04
  87.5   2.6358E-20  5.6634E-29  1.4159E-29  4.1587E-01  2.7227E-16  2.4889E-16  3.0159E-16  1.0863E-25  8.3282E-04
  89.5   1.0963E-20  2.8443E-30  7.1108E-31  4.1358E-01  2.9822E-16  1.9259E-16  2.7451E-16  4.6477E-26  8.2342E-04
  91.5   4.3868E-21  1.4631E-31  3.6577E-32  4.1023E-01  3.1279E-16  1.5388E-16  2.4651E-16  2.0738E-26  8.1081E-04
  93.5   1.8256E-21  7.7398E-33  1.9349E-33  4.0565E-01  3.2089E-16  1.2160E-16  2.1740E-16  9.8221E-27  7.9403E-04
  95.5   7.8565E-22  4.3130E-34  1.0783E-34  3.9976E-01  3.2295E-16  9.3699E-17  1.8742E-16  4.8685E-27  7.7206E-04
  97.5   3.4912E-22  2.6479E-35  6.6198E-36  3.9258E-01  3.1798E-16  7.1140E-17  1.5715E-16  2.4873E-27  7.4395E-04
  99.5   1.6022E-22  2.2482E-36  5.6206E-37  3.8430E-01  3.0472E-16  5.5949E-17  1.2761E-16  1.2903E-27  7.0901E-04
Alt(km)   NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ     
 
   TPI   1.4802E+11  5.7713E+09  1.4428E+09  1.1666E+20  3.4688E+08  3.5973E+11  1.0795E+10  1.9602E+08  2.3585E+14
   TLI   1.4802E+11  5.7713E+09  1.4428E+09  1.1666E+20  3.4688E+08  3.5841E+11  1.0585E+10  1.9454E+08  2.8614E+12
 
 
  NUMBER DENSITY OF SHORT-LIVED ISOTOPIC SPECIES
Alt(km)   HQO         HQONO2      Q1D         H3CQ        HCQ         SO1Q        SO3Q    
   0.5   3.5739E+08  3.9400E+06  4.9968E-03  3.1936E+01  4.9147E-03  4.2932E-04  3.1211E-03
   4.5   2.1509E+08  1.2347E+08  1.5242E-02  4.4922E+01  5.2690E-03  1.9180E-03  1.3789E-02
   8.5   7.5660E+07  6.4522E+08  2.4296E-02  2.4600E+01  1.7685E-03  3.3621E-03  2.4054E-02
  12.5   1.4220E+07  2.3060E+08  4.3536E-02  1.2455E+01  5.5904E-04  8.2115E-04  5.8588E-03
  16.5   4.9973E+06  2.8079E+08  2.4989E-01  8.4598E+00  3.5831E-04  1.3977E-05  9.9425E-05
  20.5   7.2237E+06  3.9656E+08  9.7721E-01  1.0384E+01  4.6539E-04  1.6618E-07  1.1750E-06
  24.5   1.7683E+07  3.7650E+08  3.4667E+00  1.9156E+01  1.0844E-03  2.7758E-09  1.9412E-08
  28.5   3.6822E+07  2.4317E+08  1.2624E+01  3.8197E+01  2.8486E-03  1.1880E-10  8.1698E-10
  32.5   5.0978E+07  8.1237E+07  4.2184E+01  7.1949E+01  6.9062E-03  2.7280E-10  1.8330E-09
  36.5   4.3551E+07  1.0444E+07  1.0031E+02  1.0459E+02  1.3548E-02  9.8733E-10  6.4422E-09
  40.5   3.0867E+07  6.3948E+05  1.9840E+02  1.1656E+02  1.9134E-02  2.9324E-09  1.8433E-08
  44.5   2.2113E+07  3.4615E+04  2.4083E+02  8.0500E+01  1.5826E-02  9.1799E-09  5.4712E-08
  48.5   1.4842E+07  2.3760E+03  1.8558E+02  4.4624E+01  9.9653E-03  2.0649E-08  1.1400E-07
  52.5   1.0457E+07  2.3955E+02  1.3241E+02  2.5517E+01  5.5261E-03  3.1604E-08  1.5791E-07
  56.5   8.1064E+06  3.5249E+01  9.0460E+01  1.5412E+01  2.7958E-03  3.8223E-08  1.6844E-07
  60.5   6.9815E+06  7.3772E+00  5.3200E+01  9.7896E+00  1.4662E-03  3.9955E-08  1.4994E-07
  64.5   6.5326E+06  2.5017E+00  3.0047E+01  6.2211E+00  7.8518E-04  3.7324E-08  1.1669E-07
  68.5   6.6466E+06  9.2336E-01  1.4188E+01  4.1644E+00  2.5291E-03  3.0882E-08  7.8403E-08
  72.5   7.4789E+06  3.9025E-01  7.8472E+00  2.9487E+00  1.1380E-02  2.2906E-08  4.7920E-08
  76.5   6.3612E+06  7.0906E-02  7.9536E+00  1.4542E+00  2.3371E-02  1.5258E-08  2.7187E-08
  80.5   3.7118E+06  4.0482E-03  1.0608E+01  2.9734E-01  2.6024E-02  9.0897E-09  1.4438E-08
  84.5   8.2887E+04  1.0442E-05  3.7441E+01  6.2007E-03  2.5797E-02  2.7710E-09  4.0868E-09
  88.5   4.6568E+03  2.5734E-08  6.8708E+01  6.7022E-04  1.6881E-02  7.8566E-10  1.1086E-09
  92.5   4.0322E+02  6.7726E-11  1.0116E+02  7.2627E-05  9.2297E-03  2.4380E-10  3.3593E-10
  96.5   4.6361E+01  2.1953E-13  2.2743E+02  1.0173E-05  4.7298E-03  7.2008E-11  9.8071E-11
Alt(km)   HQO         HQONO2      Q1D         H3CQ        HCQ         SO1Q        SO3Q    

 FLUXES OF LONG-LIVED ISOTOPIC SPECIES


     Z        H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH   CH3QOH   CH3OQ   
  0.00E+00-9.86E+08-5.40E+04 4.69E+13-1.60E+06-3.61E+08-1.54E+10-6.71E+10-3.35E+10 3.46E+11-6.12E+09-6.12E+09-2.07E+08
  1.00E+05-1.66E+08-4.79E+02 0.00E+00-3.31E+05-5.52E+06-1.89E+09-1.40E+11-7.00E+10 2.72E+11 1.21E+08 1.21E+08 3.30E+06
  5.00E+05 4.06E+08-1.35E+03 0.00E+00-1.94E+05 2.14E+07 7.63E+09-2.05E+11-1.02E+11 9.46E+10 3.17E+09 3.17E+09 1.82E+07
  9.00E+05 1.33E+08-2.11E+03 0.00E+00-1.15E+05 1.23E+07 2.13E+09-1.23E+11-6.13E+10 2.80E+10 6.04E+08 6.04E+08 5.80E+06
  1.30E+06 1.37E+06-1.96E+03-1.90E+10-4.69E+03 2.53E+05 1.92E+07-6.67E+10-3.34E+10 3.64E+09 2.63E+06 2.63E+06 4.35E+04
  1.70E+06 7.25E+03-7.13E+03-1.54E+10-5.49E+03-3.34E+04-1.90E+05-6.18E+10-3.09E+10 2.63E+08 8.76E+03 8.76E+03 1.05E+03
  2.10E+06-2.19E+05-4.43E+04-1.35E+10-1.85E+04-1.57E+05-1.94E+06-8.04E+10-4.02E+10 2.52E+07-6.07E+04-6.07E+04-3.63E+03
  2.50E+06-3.26E+05-2.93E+05-1.18E+10-7.24E+04-6.20E+05-1.20E+07-1.13E+11-5.64E+10 6.45E+06-1.54E+05-1.54E+05-7.71E+03
  2.90E+06-2.45E+05-1.58E+06-9.65E+09-2.69E+05-1.44E+06-2.23E+07-1.04E+11-5.22E+10 1.10E+07-4.62E+04-4.62E+04-7.13E+03
  3.30E+06-6.04E+04-6.79E+06-7.00E+09-9.31E+05-1.60E+06 3.92E+06 4.74E+09 2.37E+09 1.05E+07 7.49E+04 7.49E+04-5.76E+03
  3.70E+06 9.59E+04-2.75E+07-4.02E+09-2.54E+06-8.00E+05 1.01E+07 5.48E+10 2.74E+10 9.51E+06 4.64E+04 4.64E+04-4.35E+03
  4.10E+06 1.09E+05-1.10E+08-1.24E+09-3.94E+06-8.66E+05 2.34E+06 4.71E+10 2.36E+10 3.10E+06 1.02E+04 1.02E+04-4.21E+03
  4.50E+06 8.46E+04-2.18E+08 7.69E+08-1.76E+06-5.98E+05 8.63E+05 2.56E+10 1.28E+10-8.81E+06 2.09E+03 2.09E+03-2.67E+03
  4.90E+06 6.72E+04-2.99E+08 2.02E+09-1.13E+06-4.78E+05 3.10E+05 9.84E+09 4.92E+09-2.18E+07 2.03E+03 2.03E+03 7.51E+02
  5.30E+06 4.17E+04-3.79E+08 2.78E+09-1.59E+06-7.07E+05-1.56E+05 4.91E+09 2.46E+09-5.16E+07 2.18E+03 2.18E+03 3.53E+03
  5.70E+06 2.27E+04-4.42E+08 3.19E+09-2.84E+06-1.36E+06-6.33E+05 3.95E+09 1.98E+09-1.16E+08 1.54E+03 1.54E+03 2.97E+03
  6.10E+06 1.40E+04-4.44E+08 3.37E+09-5.23E+06-2.55E+06-1.58E+06 2.62E+09 1.31E+09-2.30E+08 1.42E+03 1.42E+03 2.91E+03
  6.50E+06-1.24E+04-6.25E+08 3.41E+09-9.12E+06-4.52E+06-3.01E+06 1.86E+09 9.31E+08-4.07E+08 1.02E+03 1.02E+03 1.04E+03
  6.90E+06-1.49E+05-4.27E+08 3.36E+09-1.99E+07-9.21E+06-8.35E+06 7.28E+08 3.64E+08-6.19E+08 8.86E+02 8.86E+02 1.47E+03
  7.30E+06-2.40E+05-7.94E+08 3.14E+09-2.77E+07-1.09E+07-8.74E+06 2.24E+08 1.12E+08-7.92E+08 5.75E+02 5.75E+02 6.38E+02
  7.70E+06-1.34E+05-1.38E+09 2.52E+09-1.29E+07-2.80E+06-3.62E+05 4.99E+07 2.50E+07-8.34E+08 2.49E+02 2.49E+02 2.33E+02
  8.10E+06-7.77E+04-3.41E+10 2.05E+09 5.96E+07 1.89E+07 7.11E+06-1.70E+08-8.49E+07-7.73E+08 5.74E+01 5.74E+01 6.25E+01
  8.50E+06 5.72E+04-3.85E+11 8.82E+08 1.06E+06 3.56E+05 4.08E+05-3.58E+08-1.79E+08-4.61E+08 3.75E+00 3.75E+00 2.22E+00
  8.90E+06 5.11E+03-6.73E+11 2.84E+08 1.33E+05 1.65E+04 1.72E+04-6.00E+07-3.00E+07-2.44E+08 2.24E-01 2.24E-01 2.68E-01
  9.30E+06 7.83E+02-6.79E+11 8.74E+07 2.49E+04 1.31E+03 6.84E+02 3.73E+07 1.87E+07-1.27E+08 1.37E-02 1.37E-02 3.27E-02
  9.70E+06 1.28E+02-5.15E+11 2.54E+07 4.74E+03 1.47E+02 2.69E+01 2.12E+07 1.06E+07-6.82E+07 8.76E-04 8.76E-04 3.69E-03
  1.00E+07 1.02E-07-3.51E+11 7.02E+06 2.85E-03 1.66E-04 2.66E-15 1.94E-02 9.69E-03-4.32E+07 2.24E-17 2.25E-17 2.06E-15

     Z        CH3QO    N2Q      NQ       NOQ      HNOQ     HNO2Q    HOQNO2   HO2NOQ   NO2Q     N2O4Q    N2QO4    OQ      
  0.00E+00-2.07E+08 1.12E+09-1.82E+07-7.86E+07-6.53E+05-2.37E+09-1.99E+06-3.95E+06-1.35E+05-8.90E+02-2.23E+02-2.31E+14
  1.00E+05 3.30E+06 1.12E+09-2.07E+07-5.61E+07-4.30E+05-2.40E+09-5.80E+06-1.15E+07-4.29E+04-1.82E+03-4.55E+02-2.08E+14
  5.00E+05 1.82E+07 1.11E+09-3.61E+07-4.44E+07-5.14E+05-1.35E+09-1.68E+08-3.33E+08-2.03E+04-3.54E+04-8.86E+03-1.15E+14
  9.00E+05 5.80E+06 1.10E+09-4.95E+07-1.69E+07-4.18E+05-2.85E+08 2.96E+06 5.06E+06-9.30E+02-2.10E+05-5.26E+04-2.29E+13
  1.30E+06 4.35E+04 1.10E+09-1.01E+07-2.02E+07-1.79E+04-3.74E+08-1.33E+06-2.68E+06-4.57E+03-1.70E+05-4.26E+04 1.41E+11
  1.70E+06 1.05E+03 1.09E+09-5.20E+06-2.65E+07-8.29E+03-3.47E+08-3.38E+06-6.75E+06-7.48E+03-8.24E+05-2.06E+05 1.22E+11
  2.10E+06-3.63E+03 1.06E+09-3.63E+06-2.68E+07-1.03E+04-2.95E+08-3.86E+06-7.72E+06-1.56E+04-1.67E+06-4.17E+05 1.46E+11
  2.50E+06-7.71E+03 9.88E+08-6.34E+06-4.09E+07-2.60E+04-1.89E+08-2.66E+06-5.33E+06-3.26E+04-2.10E+06-5.25E+05 1.91E+11
  2.90E+06-7.13E+03 8.08E+08-1.72E+07-7.64E+07-8.44E+04-6.31E+06 1.08E+06 2.16E+06-4.59E+04-5.54E+05-1.39E+05 1.74E+11
  3.30E+06-5.76E+03 5.05E+08-3.89E+07-6.24E+07-2.16E+05 1.56E+08 3.34E+06 6.67E+06-1.53E+04 2.10E+06 5.24E+05 5.52E+09
  3.70E+06-4.35E+03 2.31E+08-5.75E+07 3.57E+07-2.73E+05 1.67E+08 1.09E+06 2.17E+06 2.60E+04 6.77E+05 1.69E+05-7.48E+10
  4.10E+06-4.21E+03 8.90E+07-2.96E+07 6.08E+07 8.92E+04 7.16E+07 1.18E+05 2.37E+05 2.43E+04 4.35E+04 1.09E+04-6.77E+10
  4.50E+06-2.67E+03 3.37E+07 7.90E+06 1.78E+07 2.09E+05 8.83E+06 9.37E+03 1.88E+04 6.64E+03 7.47E+02 1.87E+02-3.83E+10
  4.90E+06 7.51E+02 1.40E+07 1.31E+07 4.38E+06 6.09E+04 7.18E+05 8.53E+02 1.71E+03 1.25E+03 1.20E+01 3.00E+00-1.62E+10
  5.30E+06 3.53E+03 6.50E+06 1.21E+07 1.27E+06 1.80E+04 8.16E+04 1.13E+02 2.26E+02 2.60E+02 3.20E-01 8.01E-02-9.68E+09
  5.70E+06 2.97E+03 3.31E+06 9.91E+06 3.72E+05 7.22E+03 1.38E+04 2.11E+01 4.23E+01 6.01E+01 1.42E-02 3.54E-03-8.69E+09
  6.10E+06 2.91E+03 1.82E+06 7.41E+06 9.80E+04 2.90E+03 2.76E+03 4.56E+00 9.12E+00 1.48E+01 9.23E-04 2.31E-04-7.00E+09
  6.50E+06 1.04E+03 1.06E+06 4.59E+06 3.26E+04 1.74E+03 1.14E+03 2.13E+00 4.27E+00 6.23E+00 1.57E-04 3.94E-05-5.89E+09
  6.90E+06 1.47E+03 6.17E+05 2.47E+06-2.73E+04 4.36E+02 1.57E+02 3.06E-01 6.12E-01 1.73E+00 1.79E-05 4.48E-06-4.52E+09
  7.30E+06 6.38E+02 3.26E+05 1.24E+06 2.95E+04 2.65E+02 2.94E+02 6.07E-01 1.21E+00 1.06E+00 4.53E-06 1.13E-06-3.36E+09
  7.70E+06 2.33E+02 1.27E+05 7.67E+05 3.92E+04 1.25E+02 1.50E+02 2.34E-01 4.68E-01 3.20E-01 3.07E-07 7.67E-08-1.99E+09
  8.10E+06 6.25E+01 2.89E+04 6.13E+05 1.68E+04 7.73E+01 2.40E+01 2.72E-02 5.43E-02 7.07E-02 5.28E-09 1.32E-09 3.14E+10
  8.50E+06 2.22E+00 1.19E+03 3.55E+05 1.40E+01 5.16E-01 5.52E-01 7.20E-05 1.44E-04 1.13E-04 6.90E-12 1.72E-12 3.84E+11
  8.90E+06 2.68E-01 3.47E+01 1.40E+05 9.34E-01 1.40E-02 1.19E-02 1.78E-07 3.56E-07 5.10E-06 8.43E-15 2.11E-15 6.73E+11
  9.30E+06 3.27E-02 1.67E+00 4.48E+04 1.59E-01 4.08E-04 2.61E-04 4.78E-10 9.57E-10 4.28E-07 1.10E-17 2.75E-18 6.79E+11
  9.70E+06 3.69E-03 1.30E-01 1.01E+04 2.79E-02 1.23E-05 6.15E-06 1.61E-12 3.21E-12 3.74E-08 1.74E-20 4.36E-21 5.15E+11
  1.00E+07 1.97E-15 1.83E-14 2.34E-08 2.31E-08 3.59E-16 4.24E-22 1.42E-25 5.19E-25 6.23E-15 1.79E-33 4.47E-34 3.51E+11

     Z        SQ       SOQ      H2SO3Q   HSQ      COQ      HQO      HQONO2  
  0.00E+00-1.16E-03-1.32E+09-2.11E+08-1.48E+06-2.33E+14 1.27E+09-1.88E+06
  1.00E+05-5.73E-01-9.03E+08-1.99E+08-3.23E+05-2.10E+14-1.82E+06-5.65E+06
  5.00E+05-2.10E+00-4.69E+08-1.10E+08-3.84E+05-1.16E+14 2.06E+07-1.65E+08
  9.00E+05-3.99E+00 9.68E+07 3.65E+07 8.23E+04-2.33E+13 1.20E+07 1.81E+06
  1.30E+06 6.09E-02 1.99E+07 3.65E+06 4.68E+03-2.62E+10 2.52E+05-1.34E+06
  1.70E+06 1.62E-05 8.88E+04 8.17E+03 2.87E-01-1.53E+10-3.34E+04-3.38E+06
  2.10E+06 5.47E-06 6.65E+02 5.07E+01 8.24E-06-1.27E+10-1.56E+05-3.86E+06
  2.50E+06 1.00E-06 8.11E+00-1.62E+01 1.76E-10-1.08E+10-6.19E+05-2.66E+06
  2.90E+06-3.16E-07 4.08E-02-8.65E-02-3.09E-14-8.62E+09-1.44E+06 1.08E+06
  3.30E+06-4.19E-06-1.18E-01 2.31E-01-4.92E-13-6.19E+09-1.61E+06 3.34E+06
  3.70E+06-1.48E-05-1.68E-01 3.34E-01-4.10E-13-3.76E+09-8.02E+05 1.09E+06
  4.10E+06-4.74E-05-3.99E-01 7.97E-01-4.66E-13-1.81E+09-8.65E+05 1.18E+05
  4.50E+06-1.43E-04-8.94E-01 1.79E+00-7.30E-13-7.02E+08-5.98E+05 9.38E+03
  4.90E+06-3.40E-04-9.68E-01 1.94E+00-8.76E-13-2.54E+08-4.78E+05 8.54E+02
  5.30E+06-9.47E-04-7.61E-01 1.53E+00-3.31E-12-4.58E+07-7.08E+05 1.13E+02
  5.70E+06-2.43E-03-5.31E-01 1.07E+00-1.25E-11 1.34E+08-1.36E+06 2.12E+01
  6.10E+06-5.85E-03-3.39E-01 7.01E-01-4.79E-11 3.77E+08-2.56E+06 4.56E+00
  6.50E+06-9.16E-03-2.00E-01 4.36E-01-1.56E-10 7.38E+08-4.53E+06 2.14E+00
  6.90E+06-1.74E-02-9.45E-02 2.56E-01-6.02E-10 1.17E+09-9.23E+06 3.06E-01
  7.30E+06-1.04E-02-5.20E-02 1.44E-01-9.30E-10 1.53E+09-1.09E+07 6.08E-01
  7.70E+06-1.14E-02-1.53E-02 7.60E-02-7.59E-10 1.64E+09-2.80E+06 2.35E-01
  8.10E+06-1.10E-01 2.02E-01 3.74E-02-5.65E-12 1.53E+09 1.89E+07 2.72E-02
  8.50E+06-5.77E-02 1.07E-01 1.64E-02 2.67E-10 9.16E+08 3.56E+05 7.21E-05
  8.90E+06-1.18E-02 2.04E-02 6.51E-03 2.08E-11 4.86E+08 1.65E+04 1.78E-07
  9.30E+06-3.34E-03 5.57E-03 2.23E-03 1.89E-12 2.54E+08 1.31E+03 4.79E-10
  9.70E+06-1.02E-03 1.78E-03 5.25E-04 2.22E-13 1.36E+08 1.47E+02 1.61E-12
  1.00E+07 2.72E-14 7.09E-13-2.62E-03 3.92E-19 8.64E+07 1.66E-04 1.42E-25
 
                 INTEGRATED REACTION RATES
         1         2         3         4         5         6         7         8         9        10
  1   3.183E+11 3.180E+11 1.511E+09 8.909E+07 6.989E+10 9.405E+11 9.405E+11 9.405E+11 4.729E+12 3.635E+09   10
 11   7.789E+08 7.789E+08 4.673E+10 5.068E+12 5.062E+12 1.314E+11 1.313E+11 0.000E+00 1.654E+12 1.654E+12   20
 21   1.654E+12 4.484E+12 4.489E+12 0.000E+00 3.867E+11 3.853E+11 3.853E+11 3.853E+11 1.829E+11 1.829E+11   30
 31   6.244E+10 6.229E+10 3.947E+10 3.319E+15 3.319E+15 3.319E+15 9.024E+11 9.024E+11 1.805E+12 5.237E+09   40
 41   5.237E+09 6.515E+14 2.610E+14 5.221E+14 9.140E+14 9.140E+14 9.140E+14 2.379E+15 2.379E+15 2.379E+15   50
 51   1.720E+09 1.720E+09 5.225E+11 5.215E+11 6.454E+05 6.453E+05 7.660E+03 2.534E+03 0.000E+00 0.000E+00   60
 61   2.246E+02 2.242E+02 1.671E+05 1.671E+05 1.671E+05 9.793E+04 1.744E+09 1.744E+09 9.637E+10 9.637E+10   70
 71   5.106E+10 5.096E+10 1.166E+07 2.887E+08 2.370E+08 2.370E+08 1.902E+07 1.903E+07 1.998E+11 1.736E+09   80
 81   1.003E+08 6.908E+04 6.908E+04 3.456E+07 3.456E+07 2.019E+11 2.019E+11 6.763E-08 1.539E+06 3.897E+06   90
 91   3.897E+06 1.949E+06 1.706E+11 1.706E+11 1.722E+11 3.117E+09 3.117E+09 1.111E+11 1.111E+11 1.114E+11  100
101   1.767E+11 1.767E+11 1.519E+03 1.519E+03 1.924E+03 1.926E+03 1.024E+08 1.024E+08 7.492E+07 7.492E+07  110
111   1.516E+08 1.516E+08 4.957E+04 4.957E+04 4.957E+04 9.079E+06 2.346E+07 2.174E+13 2.174E+13 2.174E+13  120
121   2.174E+13 7.414E+09 7.415E+09 1.113E+12 1.114E+12 0.000E+00 1.068E+10 1.067E+10 3.033E+12 3.033E+12  130
131   3.033E+12 1.045E+11 5.223E+10 9.428E+08 9.428E+08 5.158E+10 1.719E+10 7.574E+10 1.507E+11 1.376E+10  140
141   1.372E+10 2.748E+10 1.872E+05 1.872E+05 3.745E+05 5.500E+10 1.093E+11 9.293E+10 9.293E+10 9.276E+10  150
151   9.647E+09 9.630E+09 9.647E+09 2.336E+10 2.336E+10 2.336E+10 4.672E+10 1.625E+05 1.625E+05 1.625E+05  160
161   2.437E+05 2.437E+05 2.437E+05 7.134E+08 1.070E+09 1.070E+09 2.141E+10 3.211E+10 3.211E+10 1.880E+08  170
171   1.878E+08 3.757E+08 1.021E+08 3.053E+08 1.497E+10 7.483E+09 3.463E+09 8.657E+08 2.309E+09 5.771E+08  180
181   5.048E+00 5.048E+00 2.524E+00 5.475E+08 1.369E+08 1.369E+08 3.467E+08 3.467E+08 3.467E+08 2.405E+04  190
191   2.424E+04 2.424E+04 6.732E-01 6.731E-01 1.153E+03 1.150E+03 5.401E+09 2.693E+09 7.105E+04 3.553E+04  200
201   8.095E+09 2.701E+09 8.094E+09 2.700E+09 1.504E-01 5.004E-02 4.273E-07 7.174E-04 2.393E-04 3.491E+08  210
211   1.367E+03 8.772E+01 1.530E+08 1.530E+08 6.942E+05 2.343E-05 1.840E+03 1.840E+03 5.866E-05 6.297E-06  220
221   6.297E-06 6.297E-06 2.614E+05 3.177E+10 3.177E+11 6.673E+05 3.337E+05 3.337E+05 6.659E+00 6.659E+00  230
231   6.659E+00 6.659E+00 3.421E+10 8.356E-01 8.356E-01 8.357E-01 8.357E-01 1.884E+04 1.887E+04 1.887E+04  240
241   1.626E+05 1.626E+05 1.626E+05 1.626E+05 0.000E+00 0.000E+00 0.000E+00 1.943E+08 1.943E+08 1.943E+08  250
251   1.721E+06 1.721E+06 2.874E-02 2.874E-02 2.874E-02 1.230E-06 1.710E-05 5.707E-06 1.798E-08 1.798E-08  260
